,S,E,I,Q,R,N
41,891450086.0,83901908.0,24519774.0,25297.0,442626454.0,1443508808.0
42,902328485.0,95359995.0,22968347.0,23607.0,421879951.0,1443509284.0
43,917192522.0,108552846.0,22356844.0,22870.0,394484161.0,1443509189.0
44,879460974.0,79322474.0,20250417.0,20845.0,463430567.0,1443510798.0
45,862442714.0,66643754.0,18235554.0,18841.0,495087163.0,1443511868.0
46,862569544.0,68406325.0,17005524.0,17525.0,494430442.0,1443512786.0
47,853149292.0,61759432.0,15371464.0,15810.0,512101631.0,1443513948.0
48,794766493.0,7235735.0,12848565.0,14253.0,627317941.0,1443508638.0
49,847240424.0,58287635.0,13683607.0,14083.0,523152610.0,1443515591.0
50,821291568.0,34916633.0,12128042.0,12638.0,573936111.0,1443514847.0
51,820062809.0,35590177.0,10476142.0,10869.0,576142528.0,1443517296.0
52,819677131.0,36139980.0,9619033.0,9951.0,576836067.0,1443518660.0
53,815177029.0,32296911.0,9023480.0,9346.0,585759209.0,1443518942.0
54,812627442.0,30844215.0,7847659.0,8115.0,590930864.0,1443521198.0
55,811511730.0,30069583.0,7439957.0,7679.0,593225968.0,1443522161.0
56,813629633.0,32703779.0,6595564.0,6777.0,589330325.0,1443526516.0
57,811361072.0,30790205.0,6085077.0,6250.0,594016527.0,1443528223.0
58,811779110.0,31308447.0,5627176.0,5761.0,593541833.0,1443530677.0
59,812583906.0,32151315.0,5523000.0,5652.0,592002170.0,1443531608.0
60,808935236.0,28686343.0,5149532.0,5276.0,599476350.0,1443531999.0
61,804231438.0,24308833.0,4784993.0,4913.0,608904545.0,1443531286.0
62,800722234.0,21030579.0,4443492.0,4571.0,616020930.0,1443531421.0
63,799730295.0,20045656.0,3922761.0,4030.0,618517026.0,1443534021.0
64,798080334.0,18516833.0,3784345.0,3890.0,621827707.0,1443533471.0
65,795459146.0,15977284.0,3306828.0,3399.0,627457574.0,1443534947.0
66,798193918.0,18095604.0,3114542.0,3187.0,622810552.0,1443539869.0
67,796080894.0,16107154.0,2897773.0,2968.0,627120979.0,1443539763.0
68,797739074.0,17495207.0,2933849.0,3002.0,624045886.0,1443541314.0
69,796316638.0,15920919.0,2655238.0,2715.0,627317129.0,1443542894.0
70,795580593.0,15202133.0,2575755.0,2635.0,628848683.0,1443542871.0
71,797179157.0,16386481.0,2514836.0,2571.0,626134254.0,1443545316.0
72,798302831.0,17260294.0,2505791.0,2559.0,624150913.0,1443546719.0
73,1078084249.0,240927420.0,2391914.0,2389.0,121712522.0,1443537111.0
74,800788928.0,19475139.0,2600249.0,2651.0,619366087.0,1443548544.0
75,802954526.0,21246354.0,2609416.0,2652.0,615430313.0,1443551417.0
76,1059343516.0,229107995.0,2831355.0,2827.0,151783480.0,1443541420.0
77,1049337861.0,223478057.0,2859037.0,2857.0,167361774.0,1443540035.0
78,810288556.0,28078762.0,2885918.0,2923.0,601016679.0,1443554558.0
79,1033116710.0,211034853.0,3136000.0,3136.0,195712891.0,1443553893.0
80,813060087.0,30903729.0,3059118.0,3100.0,595256436.0,1443553748.0
81,814717136.0,32345071.0,3046142.0,3084.0,592178547.0,1443555566.0
82,805471321.0,23729010.0,2716893.0,2758.0,610331425.0,1443550379.0
83,803987088.0,22146292.0,2569350.0,2610.0,613540807.0,1443550958.0
84,799748921.0,17518541.0,2128894.0,2167.0,622833124.0,1443553318.0
85,797987116.0,15592442.0,1944310.0,1977.0,626699601.0,1443554147.0
86,798386526.0,14706966.0,1676512.0,1702.0,627461264.0,1443562545.0
87,798681526.0,14991997.0,1695377.0,1722.0,626863475.0,1443562578.0
88,799000712.0,14818418.0,1610945.0,1634.0,626805281.0,1443565210.0
89,795905740.0,12616713.0,1574692.0,1602.0,632123489.0,1443560456.0
90,794836518.0,11706221.0,1502282.0,1529.0,634168855.0,1443557593.0
91,795242480.0,11626084.0,1440350.0,1465.0,633908432.0,1443560348.0
92,795253562.0,10927167.0,1308230.0,1331.0,634732203.0,1443565210.0
93,793891124.0,9849262.0,1258469.0,1281.0,637216204.0,1443563694.0
94,794253821.0,9351787.0,1131334.0,1145.0,637481327.0,1443566589.0
95,793763905.0,8640625.0,1054645.0,1066.0,638759773.0,1443567669.0
96,794549583.0,8641392.0,1009731.0,1001.0,638039142.0,1443570960.0
97,791936808.0,7138864.0,938366.0,956.0,642193794.0,1443565210.0
98,793310403.0,7387129.0,904446.0,894.0,640635644.0,1443570678.0
99,792845065.0,6804943.0,851988.0,844.0,641736130.0,1443570603.0
100,795059044.0,7930612.0,912472.0,792.0,638398080.0,1443574797.0
101,797455086.0,10301335.0,1100441.0,713.0,633452009.0,1443576304.0
102,793752771.0,7270351.0,879403.0,662.0,640372461.0,1443573273.0
103,792350983.0,5829213.0,752679.0,581.0,643344674.0,1443572476.0
104,793791887.0,6680290.0,819194.0,506.0,641033244.0,1443575006.0
105,792596516.0,5337095.0,700090.0,437.0,643734718.0,1443574873.0
106,792599111.0,5066781.0,670440.0,374.0,644059457.0,1443575074.0
107,793604466.0,5362337.0,702304.0,319.0,642830751.0,1443577232.0
108,791161470.0,2533506.0,404666.0,280.0,649360526.0,1443573719.0
109,793074047.0,3704256.0,546421.0,240.0,645721541.0,1443577672.0
110,793691274.0,3842491.0,565478.0,220.0,645073146.0,1443578439.0
111,793934055.0,2679993.0,427266.0,202.0,647751529.0,1443576819.0
112,795243629.0,3304494.0,521473.0,175.0,645547430.0,1443579167.0
113,1147142065.0,273408662.0,169154.0,168.0,22608443.0,1443567161.0
114,1141170355.0,271457788.0,161117.0,161.0,30519550.0,1443562419.0
115,786946091.0,670154.0,185251.0,142.0,654635401.0,1443569054.0
116,1146685649.0,273131233.0,154250.0,152.0,23356648.0,1443567687.0
117,1145519164.0,273101878.0,145362.0,145.0,24555661.0,1443564709.0
118,1147390702.0,273204562.0,148721.0,141.0,22587903.0,1443569237.0
119,1140081333.0,270696108.0,139700.0,139.0,32390130.0,1443564112.0
120,1143323499.0,271660579.0,137450.0,137.0,28197068.0,1443567363.0
121,1146026117.0,282758717.0,138466.0,135.0,14359303.0,1443507875.0
122,1147199332.0,275428716.0,146585.0,133.0,20553147.0,1443555333.0
123,854146469.0,43104078.0,3785952.0,133.0,543252362.0,1443605605.0
124,1145145185.0,271903584.0,153935.0,123.0,26132091.0,1443570896.0
125,1141343074.0,323762410.0,139914.0,123.0,-22168099.0,1443246819.0
126,1143756315.0,272398681.0,118708.0,118.0,27043411.0,1443564246.0
127,791644322.0,963309.0,321241.0,119.0,650469063.0,1443587835.0
128,791491491.0,875126.0,303301.0,119.0,650600301.0,1443587681.0
129,1124593557.0,379027203.0,134811.0,122.0,-61004320.0,1442867684.0
130,1149765445.0,278182315.0,153284.0,124.0,15269532.0,1443546154.0
131,791621947.0,666945.0,245068.0,129.0,650446254.0,1443587959.0
132,792029377.0,745062.0,279270.0,132.0,650023430.0,1443589355.0
133,1147091173.0,393599897.0,202043.0,117.0,-98013738.0,1442845421.0
134,1123824943.0,378845430.0,135476.0,116.0,-60028361.0,1442867900.0
