i_I,i_Q,beta_iq,beta_ir,beta_qr,gamma_2,beta_bd
0.102994703,0.463278173,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.10453898,0.572688484,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.101762684,0.445004222,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.088897267,0.083049181,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.092857119,0.077579249,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.083379119,0.084386116,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.084075714,0.086168894,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.085416359,0.072422295,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.080211478,0.082447827,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
0.079547011,0.084003401,0.001302362,0.520070087,0.763983889,0.616739911,0.572051916
