beta_bd,beta_iq,beta_ir,beta_qr,gamma_2,i_I,i_Q
0.6561218247706551,0.1720085042837714,0.9482891257646804,0.3809997657395975,0.6053901804072032,0.2910383264174024,0.3516393353242565
0.7065533041325363,0.03197927844400865,0.8167132333594949,0.4755834224477452,0.021525746518403298,0.30986376587435,0.7593284813796781
0.31797578169231766,0.19247339986569834,0.22755541999193823,0.8371404785687021,0.3025409094260964,0.5300256467945937,0.5218895467011582
0.5545265682617461,0.01869869988681796,0.5453958761205664,0.2941816575455605,0.07740225572089726,0.41729176917408317,0.6160770134526071
0.962800506465326,0.06991261089379962,0.8873156126435998,0.8825877212760639,0.47709288254261906,0.28453141590790876,0.9289591210615524
0.6416809236263704,0.12162672042710322,0.5542218232374596,0.599369826043131,0.8458468105500319,0.35160737727957164,0.4528770949349447
0.540702361328652,0.235386244789897,0.7031235292046204,0.3374900826782376,0.9637082446609624,0.31441261954871874,0.1122155492872675
0.9770176050155622,0.1193293869090035,0.8202092951105906,0.14900538620307766,0.6676429661011483,0.3008055342175928,0.3045161387551284
0.4838199802914496,0.21327039282058052,0.22807915048947597,0.8753029152000545,0.7126909241738767,0.2171600740671011,0.777241957116301
0.8384643981049785,0.13419318452610118,0.849993149783205,0.432521965621272,0.845108218748576,0.3098746281536223,0.2715189754403594
0.7586126071597717,0.029904183017730235,0.72579483914064,0.4830098963079807,0.7228768182406977,0.14135234446525338,0.8299065423649017
0.49880070929000464,0.5161628051551486,0.3969240470271564,0.8932101155225569,0.5150001325528645,0.267254466638444,0.002145533871243832
0.8497953057541573,0.10140394094140867,0.9711793057549393,0.912138959438938,0.6837085496939911,0.1759140752472886,0.0192622161856849
0.8471938625495341,0.08343958781640758,0.7381944337240997,0.18020551373365024,0.3437787249383363,0.2954723327624972,0.5364243736055195
0.607188818197821,0.25815100848355715,0.46808185898934646,0.6750851701640872,0.4470951029956516,0.3591706634250042,0.4093481435527817
0.7439769928866816,0.2708495674221485,0.7191256076966924,0.42086397437566936,0.880934810625119,0.28977273034900286,0.3322894621548574
0.6649327812309153,0.5285086605747228,0.9546500209833446,0.7457774839736203,0.7150042718223465,0.21351778651756065,0.015064829180222145
0.7515233114050653,0.2715773243148705,0.7060048912521963,0.9159789095788387,0.6713908925638833,0.21686814316308237,0.15383542203425216
0.3670079474639941,0.5961595180176524,0.22793264403632446,0.9440906031827219,0.49306515809527357,0.1359005748608301,0.28689539296984023
0.4688017881977786,0.38967067416295614,0.20088280008882775,0.9838311188820853,0.9040980696151586,0.21200368977954967,0.3864974187581728
0.2862622030023504,0.013925949239526891,0.6665782058531098,0.045883528325172396,0.6555541436877005,0.19906409758242993,0.16997023519779458
0.5470758823669503,0.0012101955203498542,0.3395780152992161,0.19495649403306026,0.425748077190255,0.3596765811134965,0.3847341938885791
0.9821035576342906,0.3681087299953806,0.775399142092114,0.6349113076923922,0.7315538009738307,0.17515789791911554,0.25438196413637887
0.2548397579542,0.14334992057732093,0.167224783434365,0.0015294181387259798,0.5575383603297124,0.6522676393578862,0.46749354776206875
0.6324065204036096,0.5013933142304035,0.49434260495771004,0.9933262369064719,0.888263900124117,0.08773930847408772,0.8482104283086328
0.8676266212619895,0.17849405368679772,0.7498503752985203,0.3486824643332531,0.07233976679696555,0.3810919115741505,0.21760273113425257
0.7673682323614218,0.4883102830338433,0.521257734895938,0.47358530313013436,0.9970156405889309,0.2936773276991497,0.32575484961036355
